1988	1	6	0	0	0	0	0	0	0	0	0
1988	1	13	0	0	0	0	0	0	0	0	0
1988	1	20	0	0	0	0	0	0	0	0	0
1988	1	27	0	0	0	0	0	0	0	0	0
1988	2	3	0	0	0	0	0	0	0	0	0
1988	2	10	0	0	0	0	0	0	0	0	0
1988	2	17	0	0	0	0	0	0	0	0	0
1988	2	24	0	0	0	0	0	0	0	0	0
1988	3	2	0	0	0	0	0	0	0	0	0
1988	3	9	0	0	0	0	0	0	0	0	0
1988	3	16	0	0	0	0	0	0	0	0	0
1988	3	23	0	0	0	0	0	0	0	0	0
1988	3	30	0	0	0	0	0	0	0	0	0
1988	4	6	0	0	0	0	0	0	0	0	0
1988	4	13	0	0	0	0	0	0	0	0	0
1988	4	20	0	0	0	0	0	0	0	0	0
1988	4	27	0	0	0	0	0	0	0	0	0
1988	5	4	0	0	0	0	0	0	0	0	0
1988	5	11	0	0	0	0	0	0	0	0	0
1988	5	18	0	0	0	0	0	0	0	0	0
1988	5	25	0	0	0	0	0	0	0	0	0
1988	6	1	0	0	0	0	0	0	0	0	0
1988	6	8	0	0	0	0	0	0	0	0	0
1988	6	15	0	0	0	0	0	0	0	0	0
1988	6	22	0	0	0	0	0	0	0	0	0
1988	6	29	0	0	0	0	0	0	0	0	0
1988	7	6	0	0	0	0	0	0	0	0	0
1988	7	13	0	0	0	0	0	0	0	0	0
1988	7	20	0	0	0	0	0	0	0	0	0
1988	7	27	0	0	0	0	0	0	0	0	0
1988	8	3	0	0	0	0	0	0	0	0	0
1988	8	10	0	0	0	0	0	0	0	0	0
1988	8	17	0	0	0	0	0	0	0	0	0
1988	8	24	0	0	0	0	0	0	0	0	0
1988	8	31	0	0	0	0	0	0	0	0	0
1988	9	7	0	0	0	0	0	0	0	0	0
1988	9	14	0	0	0	0	0	0	0	0	0
1988	9	21	0	0	0	0	0	0	0	0	0
1988	9	28	0	0	0	0	0	0	0	0	0
1988	10	5	0	0	0	0	0	0	0	0	0
1988	10	12	0	0	0	0	0	0	0	0	0
1988	10	19	0	0	0	0	0	0	0	0	0
1988	10	26	0	0	0	0	0	0	0	0	0
1988	11	2	0	0	0	0	0	0	0	0	0
1988	11	9	0	0	0	0	0	0	0	0	0
1988	11	16	0	0	0	0	0	0	0	0	0
1988	11	23	0	0	0	0	0	0	0	0	0
1988	11	30	0	0	0	0	0	0	0	0	0
1988	12	7	0	0	0	0	0	0	0	0	0
1988	12	14	0	0	0	0	0	0	0	0	0
1988	12	21	0	0	0	0	0	0	0	0	0
1988	12	28	0	0	0	0	0	0	0	0	0
1989	1	4	0	0	0	0	0	0	0	0	0
1989	1	11	0	0	0	0	0	0	0	0	0
1989	1	18	0	0	0	0	0	0	0	0	0
1989	1	25	0	0	0	0	0	0	0	0	0
1989	2	1	0	0	0	0	0	0	0	0	0
1989	2	8	0	0	0	0	0	0	0	0	0
1989	2	15	0	0	0	0	0	0	0	0	0
1989	2	22	0	0	0	0	0	0	0	0	0
1989	3	1	0	0	0	0	0	0	0	0	0
1989	3	8	0	0	0	0	0	0	0	0	0
1989	3	15	0	0	0	0	0	0	0	0	0
1989	3	22	0	0	0	0	0	0	0	0	0
1989	3	29	0	0	0	0	0	0	0	0	0
1989	4	5	0	0	0	0	0	0	0	0	0
1989	4	12	0	0	0	0	0	0	0	0	0
1989	4	19	0	0	0	0	0	0	0	0	0
1989	4	26	0	0	0	0	0	0	0	0	0
1989	5	3	0	0	0	0	0	0	0	0	0
1989	5	10	0	0	0	0	0	0	0	0	0
1989	5	17	0	0	0	0	0	0	0	0	0
1989	5	24	0	0	0	0	0	0	0	0	0
1989	5	31	0	0	0	0	0	0	0	0	0
1989	6	7	0	0	0	0	0	0	0	0	0
1989	6	14	0	0	0	0	0	0	0	0	0
1989	6	21	0	0	0	0	0	0	0	0	0
1989	6	28	0	0	0	0	0	0	0	0	0
1989	7	5	0	0	0	0	0	0	0	0	0
1989	7	12	0	0	0	0	0	0	0	0	0
1989	7	19	0	0	0	0	0	0	0	0	0
1989	7	26	0	0	0	0	0	0	0	0	0
1989	8	2	0	0	0	0	0	0	0	0	0
1989	8	9	0	0	0	0	0	0	0	0	0
1989	8	16	0	0	0	0	0	0	0	0	0
1989	8	23	0	0	0	0	0	0	0	0	0
1989	8	30	0	0	0	0	0	0	0	0	0
1989	9	6	0	0	0	0	0	0	0	0	0
1989	9	13	0	0	0	0	0	0	0	0	0
1989	9	20	0	0	0	0	0	0	0	0	0
1989	9	27	0	0	0	0	0	0	0	0	0
1989	10	4	0	0	0	0	0	0	0	0	0
1989	10	11	0	0	0	0	0	0	0	0	0
1989	10	18	0	0	0	0	0	0	0	0	0
1989	10	25	0	0	0	0	0	0	0	0	0
1989	11	1	0	0	0	0	0	0	0	0	0
1989	11	8	0	0	0	0	0	0	0	0	0
1989	11	15	0	0	0	0	0	0	0	0	0
1989	11	22	0	0	0	0	0	0	0	0	0
1989	11	29	0	0	0	0	0	0	0	0	0
1989	12	6	0	0	0	0	0	0	0	0	0
1989	12	13	0	0	0	0	0	0	0	0	0
1989	12	20	0	0	0	0	0	0	0	0	0
1989	12	27	0	0	0	0	0	0	0	0	0
1990	1	3	0	0	0	0	0	0	0	0	0
1990	1	10	0	0	0	0	0	0	0	0	0
1990	1	17	0	0	0	0	0	0	0	0	0
1990	1	24	0	0	0	0	0	0	0	0	0
1990	1	31	0	0	0	0	0	0	0	0	0
1990	2	7	0	0	0	0	0	0	0	0	0
1990	2	14	0	0	0	0	0	0	0	0	0
1990	2	21	0	0	0	0	0	0	0	0	0
1990	2	28	0	0	0	0	0	0	0	0	0
1990	3	7	0	0	0	0	0	0	0	0	0
1990	3	14	0	0	0	0	0	0	0	0	0
1990	3	21	0	0	0	0	0	0	0	0	0
1990	3	28	0	0	0	0	0	0	0	0	0
1990	4	4	0	0	0	0	0	0	0	0	0
1990	4	11	0	0	0	0	0	0	0	0	0
1990	4	18	0	0	0	0	0	0	0	0	0
1990	4	25	0	0	0	0	0	0	0	0	0
1990	5	2	0	0	0	0	0	0	0	0	0
1990	5	9	0	0	0	0	0	0	0	0	0
1990	5	16	0	0	0	0	0	0	0	0	0
1990	5	23	0	0	0	0	0	0	0	0	0
1990	5	30	0	0	0	0	0	0	0	0	0
1990	6	6	0	0	0	0	0	0	0	0	0
1990	6	13	0	0	0	0	0	0	0	0	0
1990	6	20	0	0	0	0	0	0	0	0	0
1990	6	27	0	0	0	0	0	0	0	0	0
1990	7	4	0	0	0	0	0	0	0	0	0
1990	7	11	0	0	0	0	0	0	0	0	0
1990	7	18	0	0	0	0	0	0	0	0	0
1990	7	25	0	0	0	0	0	0	0	0	0
1990	8	1	0	0	0	0	0	0	0	0	0
1990	8	8	0	0	0	0	0	0	0	0	0
1990	8	15	0	0	0	0	0	0	0	0	0
1990	8	22	0	0	0	0	0	0	0	0	0
1990	8	29	0	0	0	0	0	0	0	0	0
1990	9	5	0	0	0	0	0	0	0	0	0
1990	9	12	0	0	0	0	0	0	0	0	0
1990	9	19	0	0	0	0	0	0	0	0	0
